"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.511778452E0,1.435123682E-1,3.241622448E-2,-1.940507889E-1
4.521838963E0,1.530486345E-1,8.179360628E-2,-1.974391937E-1
4.541712597E0,1.986025572E-1,3.481737077E-1,1.405639648E-1
4.551739036E0,4.778707027E-2,4.561454654E-1,-1.032066345E-2
4.561837255E0,-3.505623341E-1,5.407854319E-1,3.859710693E-2
4.581816920E0,-3.482164145E-1,4.087252617E-1,-7.004747391E-1
4.591883697E0,-3.653070927E-1,1.637305617E-1,-4.107885361E-1
4.602003086E0,-3.713041544E-1,-1.164291501E-1,1.429300308E-1
4.621956127E0,1.464128494E-3,-3.451194167E-1,-1.216058731E-1
4.641860138E0,3.851485252E-2,-2.314420938E-1,-2.670135498E-1
4.661738890E0,9.637284279E-2,-5.921280384E-2,-1.568670273E-1
4.671763682E0,1.323999166E-1,8.679533005E-2,-7.548236847E-2
4.691660026E0,-2.194142342E-2,1.820334792E-1,-2.028799057E-1
4.701700750E0,-4.754793644E-2,1.515065432E-1,-2.302761078E-1
4.711716112E0,1.809036732E-2,1.780061722E-1,-2.762403488E-1
4.731648884E0,2.412840128E-1,2.663640082E-1,1.552190781E-1
4.741742179E0,3.003430367E-1,1.887449622E-1,1.658916473E-1
4.761762651E0,2.019032240E-1,5.503356457E-2,-1.466903687E-1
4.781804519E0,1.253645420E-1,-1.917731762E-2,-4.804325104E-1
4.801652736E0,-2.297091484E-1,-2.624742389E-1,-1.198844910E-1
4.812284605E0,-3.327451944E-1,-3.844054937E-1,-3.804206848E-2
4.831868257E0,-2.877219915E-1,-4.063635468E-1,-5.352973938E-2
4.841966866E0,-2.243760824E-1,-3.621948957E-1,-1.296539307E-1
4.861705072E0,-6.162071228E-2,-8.614939451E-2,-2.685661316E-1
4.871771773E0,1.099756956E-1,1.439670324E-1,-3.509941101E-1
4.891685049E0,2.527786493E-1,3.492921591E-1,-1.556816101E-1
4.901731762E0,2.460734844E-1,3.219694793E-1,-6.581401825E-2
4.921740796E0,-9.039640427E-2,-1.161098480E-4,-1.345348358E-2
4.931978135E0,-9.075438976E-2,7.119059563E-3,2.158451080E-2
4.951818640E0,2.686595917E-2,4.201799631E-2,3.242397308E-2
4.971713516E0,-1.616159678E-1,4.777985811E-2,-2.366962433E-1
4.981962995E0,-1.007943153E-1,1.486634612E-1,-4.042139053E-1
5.001871605E0,1.088323593E-1,2.598554194E-1,-1.694803238E-1
5.021787507E0,1.535595655E-1,8.886021376E-2,1.201257706E-1
5.031902491E0,1.163648367E-1,-1.668393612E-3,-1.299858093E-2
5.041952983E0,1.121401787E-3,-1.169168353E-1,-3.151855469E-1
5.061713352E0,-3.382343054E-1,-3.993190527E-1,-4.182319641E-1
5.082072444E0,-1.946824789E-1,-3.695458174E-1,-1.759843826E-1
5.101759467E0,1.560270786E-1,-3.162288666E-2,1.029663086E-1
5.121671973E0,3.597886562E-1,4.256844223E-1,-2.207870483E-1
5.131786224E0,3.337713480E-1,4.572939873E-1,-2.294616699E-1
5.141805849E0,2.548396587E-1,4.242255390E-1,-1.373319626E-1
5.151829662E0,1.106263399E-1,1.973028481E-1,-2.671527863E-2
5.161843568E0,9.079802036E-2,1.232907474E-1,1.027107239E-1
